business_id,txn_month,invoice_count,payroll_runs,revenue
BUS-000944,2026-04-01,5,0,2403.6
BUS-000944,2026-05-01,4,0,1870.52
BUS-000944,2026-06-01,4,0,2810.19
BUS-000945,2026-01-01,188,5,65625.6
BUS-000945,2026-02-01,168,4,99416.79
BUS-000945,2026-03-01,195,2,147101.86
BUS-000945,2026-04-01,131,5,101550.68
BUS-000945,2026-05-01,109,3,120954.84
BUS-000945,2026-06-01,109,4,98510.09
BUS-000946,2026-01-01,59,3,29493.1
BUS-000946,2026-02-01,85,2,18367.18
BUS-000946,2026-03-01,93,1,24835.65
BUS-000946,2026-04-01,71,1,27236.88
BUS-000946,2026-05-01,87,2,35093.71
BUS-000946,2026-06-01,74,1,29807.9
BUS-000947,2026-01-01,5,0,1874.19
BUS-000947,2026-02-01,6,0,1330.57
BUS-000947,2026-03-01,4,0,1822.89
BUS-000947,2026-04-01,5,0,1357.08
BUS-000947,2026-05-01,4,0,2662.34
BUS-000947,2026-06-01,4,0,1978.25
BUS-000948,2026-01-01,6,0,1636.42
BUS-000948,2026-02-01,6,0,2606.99
BUS-000948,2026-03-01,4,0,1294.19
BUS-000948,2026-04-01,6,0,1447.71
BUS-000948,2026-05-01,4,0,1881.46
BUS-000948,2026-06-01,4,0,2865.26
BUS-000949,2026-01-01,6,0,2657.05
BUS-000949,2026-02-01,4,0,1561.07
BUS-000949,2026-03-01,5,0,1627.51
BUS-000949,2026-04-01,5,0,2490.55
BUS-000949,2026-05-01,4,0,1738.26
BUS-000949,2026-06-01,4,0,1823.69
BUS-000950,2026-01-01,6,0,1911.09
BUS-000950,2026-02-01,6,0,2984.82
BUS-000950,2026-03-01,6,0,1631.2
BUS-000950,2026-04-01,6,0,2973.26
BUS-000950,2026-05-01,6,0,2713.21
BUS-000950,2026-06-01,6,0,2982.62
BUS-000951,2026-01-01,4,0,2353.12
BUS-000951,2026-02-01,5,0,1739.04
BUS-000951,2026-03-01,4,0,2384.77
BUS-000951,2026-04-01,7,0,1468.65
BUS-000951,2026-05-01,4,0,2568.65
BUS-000951,2026-06-01,6,0,2216.7
BUS-000952,2026-01-01,147,3,63509.73
BUS-000952,2026-02-01,152,2,61886.15
BUS-000952,2026-03-01,139,5,100740.36
BUS-000952,2026-04-01,128,5,62448.66
BUS-000952,2026-05-01,94,3,110863.96
BUS-000952,2026-06-01,122,5,72766.58
BUS-000953,2026-01-01,7,0,1649.99
BUS-000953,2026-02-01,4,0,2498.1
BUS-000953,2026-03-01,6,0,1620.73
BUS-000953,2026-04-01,7,0,2508.11
BUS-000953,2026-05-01,6,0,1392.52
BUS-000953,2026-06-01,5,0,2392.21
BUS-000954,2026-01-01,6,0,2692.75
BUS-000954,2026-02-01,6,0,2366.29
BUS-000954,2026-03-01,5,0,2436.79
BUS-000954,2026-04-01,6,0,1365.5
BUS-000954,2026-05-01,5,0,1630.27
BUS-000954,2026-06-01,6,0,2189.16
BUS-000955,2026-01-01,5,0,1301.76
BUS-000955,2026-02-01,4,0,1750.42
BUS-000955,2026-03-01,7,0,1578.33
BUS-000955,2026-04-01,5,0,2201.57
BUS-000955,2026-05-01,4,0,2330.93
BUS-000955,2026-06-01,6,0,1386.66
BUS-000956,2026-01-01,5,0,1588.25
BUS-000956,2026-02-01,5,0,1462.33
BUS-000956,2026-03-01,5,0,1807.89
BUS-000956,2026-04-01,4,0,1268.86
BUS-000956,2026-05-01,4,0,1962.55
BUS-000956,2026-06-01,7,0,2344.39
BUS-000957,2026-01-01,32,2,13793.95
BUS-000957,2026-02-01,24,3,11969.41
BUS-000957,2026-03-01,39,1,18586.7
BUS-000957,2026-04-01,28,2,14600.32
BUS-000957,2026-05-01,39,3,11646.6
BUS-000957,2026-06-01,31,2,9632.72
BUS-000958,2026-01-01,218,5,137704.15
BUS-000958,2026-02-01,219,4,108721.26
BUS-000958,2026-03-01,143,5,151562.69
BUS-000958,2026-04-01,209,5,105223.16
BUS-000958,2026-05-01,214,2,96783.1
BUS-000958,2026-06-01,182,5,152220.88
BUS-000959,2026-01-01,33,2,17933.94
BUS-000959,2026-02-01,31,2,15897.13
BUS-000959,2026-03-01,26,2,19147.23
BUS-000959,2026-04-01,23,1,10561.84
BUS-000959,2026-05-01,22,3,9515.89
BUS-000959,2026-06-01,21,2,18058.65
BUS-000960,2026-01-01,6,0,1880.91
BUS-000960,2026-02-01,4,0,1930.92
BUS-000960,2026-03-01,6,0,1878.16
BUS-000960,2026-04-01,6,0,2781.49
BUS-000960,2026-05-01,4,0,1808.23
BUS-000960,2026-06-01,5,0,2816.73
BUS-000961,2026-01-01,82,2,22403.75
BUS-000961,2026-02-01,73,3,23979.43
BUS-000961,2026-03-01,61,2,14897.99
BUS-000961,2026-04-01,68,2,28706.66
BUS-000961,2026-05-01,55,2,32712.93
BUS-000961,2026-06-01,59,2,25193.28
BUS-000962,2026-01-01,5,0,2268.81
BUS-000962,2026-02-01,5,0,1969.52
BUS-000962,2026-03-01,5,0,1850.55
BUS-000962,2026-04-01,5,0,2824.94
BUS-000962,2026-05-01,5,0,1888.68
BUS-000962,2026-06-01,6,0,2592.01
BUS-000963,2026-01-01,30,1,23567.92
BUS-000963,2026-02-01,42,2,16189.62
BUS-000963,2026-03-01,34,2,13304.68
BUS-000963,2026-04-01,29,2,16625.66
BUS-000963,2026-05-01,41,3,19078.26
BUS-000963,2026-06-01,34,3,19584.16
BUS-000964,2026-01-01,4,0,2651.21
BUS-000964,2026-02-01,4,0,1764.78
BUS-000964,2026-03-01,6,0,1795.35
BUS-000964,2026-04-01,7,0,2905.58
BUS-000964,2026-05-01,4,0,2776.71
BUS-000964,2026-06-01,4,0,2352.95
BUS-000965,2026-01-01,22,1,17224.02
BUS-000965,2026-02-01,31,2,19155.76
BUS-000965,2026-03-01,21,2,13404.64
BUS-000965,2026-04-01,26,2,15219.57
BUS-000965,2026-05-01,33,1,20148.89
BUS-000965,2026-06-01,21,2,11777.24
BUS-000966,2026-01-01,198,4,213525.12
BUS-000966,2026-02-01,218,3,167285.44
BUS-000966,2026-03-01,170,4,172081.16
BUS-000966,2026-04-01,162,5,147435.8
BUS-000966,2026-05-01,242,5,104614.87
BUS-000966,2026-06-01,215,6,201124.94
BUS-000967,2026-01-01,83,3,44997.13
BUS-000967,2026-02-01,107,3,52736.76
BUS-000967,2026-03-01,109,4,90501.52
BUS-000967,2026-04-01,96,5,45157.55
BUS-000967,2026-05-01,118,6,56950.17
BUS-000967,2026-06-01,114,4,68785.43
BUS-000968,2026-01-01,6,0,1792.3
BUS-000968,2026-02-01,4,0,1291.65
BUS-000968,2026-03-01,7,0,1471.89
BUS-000968,2026-04-01,4,0,2663.34
BUS-000968,2026-05-01,7,0,1853.92
BUS-000968,2026-06-01,5,0,2653.07
BUS-000969,2026-01-01,37,1,16941.46
BUS-000969,2026-02-01,32,3,9444.53
BUS-000969,2026-03-01,31,1,14013.99
BUS-000969,2026-04-01,24,2,13202.0
BUS-000969,2026-05-01,34,3,15753.64
BUS-000969,2026-06-01,29,2,11812.29
BUS-000970,2026-01-01,36,2,10978.49
BUS-000970,2026-02-01,36,2,10035.19
BUS-000970,2026-03-01,32,1,10767.46
BUS-000970,2026-04-01,35,3,13529.18
BUS-000970,2026-05-01,30,2,18215.19
BUS-000970,2026-06-01,32,2,14235.56
BUS-000971,2026-01-01,4,0,2773.54
BUS-000971,2026-02-01,4,0,2552.13
BUS-000971,2026-03-01,7,0,2152.34
BUS-000971,2026-04-01,6,0,1364.35
BUS-000971,2026-05-01,4,0,2169.16
BUS-000971,2026-06-01,6,0,2270.89
BUS-000972,2026-01-01,5,0,1483.35
BUS-000972,2026-02-01,4,0,1816.37
BUS-000972,2026-03-01,6,0,2005.24
BUS-000972,2026-04-01,5,0,2163.97
BUS-000972,2026-05-01,5,0,2106.34
BUS-000972,2026-06-01,5,0,1932.0
BUS-000973,2026-01-01,143,3,72767.18
BUS-000973,2026-02-01,91,4,74435.39
BUS-000973,2026-03-01,130,3,68246.43
BUS-000973,2026-04-01,159,4,90073.59
BUS-000973,2026-05-01,112,3,86536.32
BUS-000973,2026-06-01,151,3,108686.09
BUS-000974,2026-01-01,39,3,11983.81
BUS-000974,2026-02-01,27,2,20119.2
BUS-000974,2026-03-01,35,2,15526.61
BUS-000974,2026-04-01,36,2,15740.96
BUS-000974,2026-05-01,29,1,10244.66
BUS-000974,2026-06-01,26,2,9988.7
BUS-000975,2026-01-01,6,0,1994.7
BUS-000975,2026-02-01,5,0,2325.81
BUS-000975,2026-03-01,6,0,2680.88
BUS-000975,2026-04-01,5,0,2431.61
BUS-000975,2026-05-01,4,0,1304.86
BUS-000975,2026-06-01,5,0,1847.23
BUS-000976,2026-01-01,7,0,3005.0
BUS-000976,2026-02-01,7,0,1760.52
BUS-000976,2026-03-01,5,0,2288.79
BUS-000976,2026-04-01,6,0,1373.54
BUS-000976,2026-05-01,5,0,2743.8
BUS-000976,2026-06-01,6,0,2591.17
BUS-000977,2026-01-01,23,1,16182.34
BUS-000977,2026-02-01,37,2,16450.48
BUS-000977,2026-03-01,27,2,20605.92
BUS-000977,2026-04-01,33,1,19054.93
BUS-000977,2026-05-01,29,2,15858.03
BUS-000977,2026-06-01,41,1,20368.74
BUS-000978,2026-01-01,38,2,13996.95
BUS-000978,2026-02-01,38,1,17874.92
BUS-000978,2026-03-01,23,3,14990.97
BUS-000978,2026-04-01,29,2,11982.19
BUS-000978,2026-05-01,33,3,18550.23
BUS-000978,2026-06-01,23,1,15377.73
BUS-000979,2026-01-01,7,0,2032.06
BUS-000979,2026-02-01,4,0,1577.48
BUS-000979,2026-03-01,6,0,2354.94
BUS-000979,2026-04-01,7,0,2900.82
BUS-000979,2026-05-01,5,0,2914.7
BUS-000979,2026-06-01,7,0,2838.37
BUS-000980,2026-01-01,143,2,95722.66
BUS-000980,2026-02-01,148,2,92792.9
BUS-000980,2026-03-01,208,3,199383.73
BUS-000980,2026-04-01,228,3,201031.13
BUS-000980,2026-05-01,158,4,181879.1
BUS-000980,2026-06-01,246,4,192683.54
BUS-000981,2026-01-01,33,2,15349.89
BUS-000981,2026-02-01,34,1,10364.18
BUS-000981,2026-03-01,27,2,13405.69
BUS-000981,2026-04-01,33,2,12196.05
BUS-000981,2026-05-01,21,2,17559.97
BUS-000981,2026-06-01,33,2,12021.73
BUS-000982,2026-01-01,24,2,16820.85
BUS-000982,2026-02-01,24,1,21325.93
BUS-000982,2026-03-01,33,3,19134.51
BUS-000982,2026-04-01,22,3,20610.69
BUS-000982,2026-05-01,39,3,13648.7
BUS-000982,2026-06-01,26,2,20949.68
BUS-000983,2026-01-01,97,2,36145.19
BUS-000983,2026-02-01,64,3,17747.21
BUS-000983,2026-03-01,91,2,35096.68
BUS-000983,2026-04-01,68,1,26324.92
BUS-000983,2026-05-01,95,1,23280.71
BUS-000983,2026-06-01,69,2,23719.27
BUS-000984,2026-01-01,6,0,2367.31
BUS-000984,2026-02-01,7,0,1426.33
BUS-000984,2026-03-01,6,0,2480.81
BUS-000984,2026-04-01,5,0,2139.34
BUS-000984,2026-05-01,5,0,1583.62
BUS-000984,2026-06-01,6,0,2745.6
BUS-000985,2026-01-01,4,0,2327.15
BUS-000985,2026-02-01,6,0,1278.42
BUS-000985,2026-03-01,4,0,2664.45
BUS-000985,2026-04-01,4,0,1256.8
BUS-000985,2026-05-01,4,0,2281.07
BUS-000985,2026-06-01,5,0,1378.62
BUS-000986,2026-01-01,6,0,1920.17
BUS-000986,2026-02-01,4,0,2658.9
BUS-000986,2026-03-01,5,0,1770.12
BUS-000986,2026-04-01,4,0,1389.54
BUS-000986,2026-05-01,4,0,2451.32
BUS-000986,2026-06-01,6,0,1717.32
BUS-000987,2026-01-01,4,0,1848.84
BUS-000987,2026-02-01,4,0,2063.64
BUS-000987,2026-03-01,6,0,2721.66
BUS-000987,2026-04-01,5,0,2296.94
BUS-000987,2026-05-01,7,0,1772.14
BUS-000987,2026-06-01,5,0,1310.68
BUS-000988,2026-01-01,229,3,170905.97
BUS-000988,2026-02-01,238,4,197528.2
BUS-000988,2026-03-01,236,5,202533.04
BUS-000988,2026-04-01,228,6,181314.55
BUS-000988,2026-05-01,208,6,158087.88
BUS-000988,2026-06-01,232,5,220287.6
BUS-000989,2026-01-01,22,3,9532.63
BUS-000989,2026-02-01,29,2,10415.36
BUS-000989,2026-03-01,36,2,10972.18
BUS-000989,2026-04-01,33,3,19206.87
BUS-000989,2026-05-01,23,2,14874.95
BUS-000989,2026-06-01,32,2,10699.13
BUS-000990,2026-01-01,71,2,33184.84
BUS-000990,2026-02-01,57,2,25400.34
BUS-000990,2026-03-01,74,2,38302.55
BUS-000990,2026-04-01,64,2,24271.02
BUS-000990,2026-05-01,84,2,36228.62
BUS-000990,2026-06-01,105,2,39278.6
BUS-000991,2026-01-01,5,0,2841.03
BUS-000991,2026-02-01,7,0,2145.03
BUS-000991,2026-03-01,4,0,1896.71
BUS-000991,2026-04-01,7,0,1937.36
BUS-000991,2026-05-01,7,0,2243.49
BUS-000991,2026-06-01,4,0,1499.69
BUS-000992,2026-01-01,4,0,2185.13
BUS-000992,2026-02-01,4,0,1589.23
BUS-000992,2026-03-01,7,0,2447.96
BUS-000992,2026-04-01,4,0,2026.11
BUS-000992,2026-05-01,4,0,2302.24
BUS-000992,2026-06-01,4,0,2390.05
BUS-000993,2026-01-01,163,5,143124.23
BUS-000993,2026-02-01,139,5,107855.17
BUS-000993,2026-03-01,173,3,157212.95
BUS-000993,2026-04-01,156,4,123975.45
BUS-000993,2026-05-01,192,2,85430.99
BUS-000993,2026-06-01,183,3,93439.87
BUS-000994,2026-01-01,182,4,107989.12
BUS-000994,2026-02-01,229,4,109367.01
BUS-000994,2026-03-01,283,5,101416.94
BUS-000994,2026-04-01,185,6,130396.56
BUS-000994,2026-05-01,247,5,160451.39
BUS-000994,2026-06-01,289,4,120883.99
BUS-000995,2026-01-01,5,0,2254.02
BUS-000995,2026-02-01,6,0,2669.81
BUS-000995,2026-03-01,6,0,2699.1
BUS-000995,2026-04-01,5,0,1291.31
BUS-000995,2026-05-01,6,0,2226.6
BUS-000995,2026-06-01,4,0,1835.1
BUS-000996,2026-01-01,29,2,20167.91
BUS-000996,2026-02-01,24,3,17872.59
BUS-000996,2026-03-01,31,3,11890.75
BUS-000996,2026-04-01,39,1,16920.77
BUS-000996,2026-05-01,25,2,16131.5
BUS-000996,2026-06-01,42,1,18461.41
BUS-000997,2026-01-01,6,0,1293.53
BUS-000997,2026-02-01,6,0,2216.84
BUS-000997,2026-03-01,5,0,2633.11
BUS-000997,2026-04-01,5,0,2338.85
BUS-000997,2026-05-01,4,0,2888.16
BUS-000997,2026-06-01,4,0,1592.25
BUS-000998,2026-01-01,7,0,2087.42
BUS-000998,2026-02-01,4,0,1663.05
BUS-000998,2026-03-01,6,0,1951.49
BUS-000998,2026-04-01,4,0,1509.24
BUS-000998,2026-05-01,7,0,2963.24
BUS-000998,2026-06-01,7,0,2971.6
BUS-000999,2026-01-01,5,0,1347.73
BUS-000999,2026-02-01,6,0,1740.76
BUS-000999,2026-03-01,6,0,1853.06
BUS-000999,2026-04-01,5,0,2693.84
BUS-000999,2026-05-01,6,0,1589.24
BUS-000999,2026-06-01,6,0,1886.71
BUS-001000,2026-01-01,5,0,2299.45
BUS-001000,2026-02-01,6,0,1792.48
BUS-001000,2026-03-01,6,0,2290.08
BUS-001000,2026-04-01,5,0,1367.16
BUS-001000,2026-05-01,6,0,2750.95
BUS-001000,2026-06-01,6,0,1521.53
BUS-001001,2026-01-01,30,2,8501.57
BUS-001001,2026-02-01,20,1,15843.43
BUS-001001,2026-03-01,20,2,13918.67
BUS-001001,2026-04-01,22,1,10204.42
BUS-001001,2026-05-01,30,2,16695.61
BUS-001001,2026-06-01,23,3,14724.77
BUS-001002,2026-01-01,26,3,19195.44
BUS-001002,2026-02-01,22,2,16207.91
BUS-001002,2026-03-01,20,3,13544.81
BUS-001002,2026-04-01,29,2,19123.47
BUS-001002,2026-05-01,36,2,11715.68
BUS-001002,2026-06-01,31,3,18758.83
BUS-001003,2026-01-01,23,2,12481.29
BUS-001003,2026-02-01,34,2,17321.58
BUS-001003,2026-03-01,36,3,10659.71
BUS-001003,2026-04-01,32,2,13563.24
BUS-001003,2026-05-01,24,2,18887.96
BUS-001003,2026-06-01,40,1,12960.06
BUS-001004,2026-01-01,24,1,10008.65
BUS-001004,2026-02-01,24,3,12976.52
BUS-001004,2026-03-01,29,3,20225.63
BUS-001004,2026-04-01,36,2,13543.74
BUS-001004,2026-05-01,29,2,12647.22
BUS-001004,2026-06-01,21,2,16544.63
BUS-001005,2026-01-01,5,0,1474.92
BUS-001005,2026-02-01,5,0,1795.76
BUS-001005,2026-03-01,4,0,2506.57
BUS-001005,2026-04-01,7,0,1774.63
BUS-001005,2026-05-01,5,0,2421.12
BUS-001005,2026-06-01,6,0,2766.06
BUS-001006,2026-01-01,30,2,18023.1
BUS-001006,2026-02-01,25,2,9725.13
BUS-001006,2026-03-01,24,1,9511.27
BUS-001006,2026-04-01,27,1,10329.82
BUS-001006,2026-05-01,21,1,13935.15
BUS-001006,2026-06-01,29,2,18020.87
BUS-001007,2026-01-01,24,2,16518.22
BUS-001007,2026-02-01,26,2,16618.96
BUS-001007,2026-03-01,29,2,16582.77
BUS-001007,2026-04-01,34,3,9641.71
BUS-001007,2026-05-01,21,2,12716.68
BUS-001007,2026-06-01,33,1,15146.58
BUS-001008,2026-01-01,6,0,2894.43
BUS-001008,2026-02-01,7,0,2130.56
BUS-001008,2026-03-01,7,0,2914.68
BUS-001008,2026-04-01,6,0,2351.44
BUS-001008,2026-05-01,4,0,2367.01
BUS-001008,2026-06-01,4,0,2232.74
BUS-001009,2026-01-01,29,3,18699.04
BUS-001009,2026-02-01,31,1,13458.07
BUS-001009,2026-03-01,21,2,14741.97
BUS-001009,2026-04-01,23,1,16441.09
BUS-001009,2026-05-01,26,1,12349.35
BUS-001009,2026-06-01,20,2,15048.99
BUS-001010,2026-01-01,6,0,1996.19
BUS-001010,2026-02-01,4,0,2840.88
BUS-001010,2026-03-01,4,0,2148.27
BUS-001010,2026-04-01,4,0,2876.81
BUS-001010,2026-05-01,6,0,1983.36
BUS-001010,2026-06-01,4,0,1409.67
BUS-001011,2026-01-01,5,0,2004.58
BUS-001011,2026-02-01,7,0,2557.86
BUS-001011,2026-03-01,4,0,2868.08
BUS-001011,2026-04-01,5,0,2074.89
BUS-001011,2026-05-01,6,0,2771.41
BUS-001011,2026-06-01,6,0,1675.75
BUS-001012,2026-01-01,6,0,1509.31
BUS-001012,2026-02-01,4,0,2085.06
BUS-001012,2026-03-01,5,0,1724.27
BUS-001012,2026-04-01,4,0,1817.33
BUS-001012,2026-05-01,4,0,1797.69
BUS-001012,2026-06-01,7,0,2362.35
BUS-001013,2026-01-01,4,0,2501.73
BUS-001013,2026-02-01,4,0,1425.43
BUS-001013,2026-03-01,6,0,2107.23
BUS-001013,2026-04-01,5,0,2784.7
BUS-001013,2026-05-01,4,0,2493.21
BUS-001013,2026-06-01,6,0,2923.6
BUS-001014,2026-01-01,23,2,15278.1
BUS-001014,2026-02-01,29,2,17616.46
BUS-001014,2026-03-01,27,1,9326.16
BUS-001014,2026-04-01,26,2,17741.88
BUS-001014,2026-05-01,21,2,10022.07
BUS-001014,2026-06-01,29,1,10858.38
BUS-001015,2026-01-01,193,4,159005.48
BUS-001015,2026-02-01,229,5,101534.37
BUS-001015,2026-03-01,269,5,122792.11
BUS-001015,2026-04-01,178,4,224908.76
BUS-001015,2026-05-01,214,4,167047.63
BUS-001015,2026-06-01,284,4,208087.07
BUS-001016,2026-01-01,30,1,11403.35
BUS-001016,2026-02-01,35,3,8596.83
BUS-001016,2026-03-01,36,2,16200.43
BUS-001016,2026-04-01,23,3,15827.03
BUS-001016,2026-05-01,25,2,12398.18
BUS-001016,2026-06-01,31,3,11988.62
BUS-001017,2026-01-01,4,0,1616.02
BUS-001017,2026-02-01,7,0,1824.07
BUS-001017,2026-03-01,4,0,2102.2
BUS-001017,2026-04-01,5,0,1494.7
BUS-001017,2026-05-01,4,0,1308.86
BUS-001017,2026-06-01,5,0,2518.95
BUS-001018,2026-01-01,82,4,66144.32
BUS-001018,2026-02-01,103,5,78287.87
BUS-001018,2026-03-01,96,2,87942.43
BUS-001018,2026-04-01,110,6,88775.75
BUS-001018,2026-05-01,103,2,54669.24
BUS-001018,2026-06-01,90,5,50774.48
BUS-001019,2026-01-01,6,0,1661.36
BUS-001019,2026-02-01,5,0,2425.95
BUS-001019,2026-03-01,7,0,2579.91
BUS-001019,2026-04-01,5,0,2345.26
BUS-001019,2026-05-01,5,0,2517.96
BUS-001019,2026-06-01,5,0,2690.63
BUS-001020,2026-01-01,29,3,18699.43
BUS-001020,2026-02-01,27,1,11129.76
BUS-001020,2026-03-01,27,3,10491.47
BUS-001020,2026-04-01,31,1,9595.32
BUS-001020,2026-05-01,34,3,11477.81
BUS-001020,2026-06-01,29,1,12558.58
BUS-001021,2026-01-01,5,0,2193.72
BUS-001021,2026-02-01,5,0,1507.12
BUS-001021,2026-03-01,4,0,2252.44
BUS-001021,2026-04-01,7,0,2884.41
BUS-001021,2026-05-01,4,0,2096.3
BUS-001021,2026-06-01,4,0,2250.1
BUS-001022,2026-01-01,6,0,1835.07
BUS-001022,2026-02-01,4,0,2925.79
BUS-001022,2026-03-01,6,0,2221.4
BUS-001022,2026-04-01,5,0,1419.6
BUS-001022,2026-05-01,5,0,2534.24
BUS-001022,2026-06-01,7,0,2654.92
BUS-001023,2026-01-01,4,0,2493.39
BUS-001023,2026-02-01,6,0,1873.92
BUS-001023,2026-03-01,6,0,1690.94
BUS-001023,2026-04-01,5,0,1501.98
BUS-001023,2026-05-01,6,0,1538.69
BUS-001023,2026-06-01,4,0,2191.58
BUS-001024,2026-01-01,5,0,2920.79
BUS-001024,2026-02-01,4,0,1623.93
BUS-001024,2026-03-01,6,0,1722.56
BUS-001024,2026-04-01,5,0,2233.22
BUS-001024,2026-05-01,7,0,1816.75
BUS-001024,2026-06-01,4,0,2069.87
BUS-001025,2026-01-01,7,0,1649.16
BUS-001025,2026-02-01,6,0,2588.76
BUS-001025,2026-03-01,7,0,2416.73
BUS-001025,2026-04-01,6,0,2579.28
BUS-001025,2026-05-01,7,0,2504.92
BUS-001025,2026-06-01,4,0,1555.8
BUS-001026,2026-01-01,277,4,117962.92
BUS-001026,2026-02-01,201,2,180792.11
BUS-001026,2026-03-01,239,3,149953.1
BUS-001026,2026-04-01,186,3,102946.43
BUS-001026,2026-05-01,157,2,154384.33
BUS-001026,2026-06-01,165,5,156291.52
BUS-001027,2026-01-01,56,1,19472.85
BUS-001027,2026-02-01,69,1,26942.61
BUS-001027,2026-03-01,86,3,25474.3
BUS-001027,2026-04-01,79,1,26825.19
BUS-001027,2026-05-01,89,3,24003.53
BUS-001027,2026-06-01,55,2,18859.75
BUS-001028,2026-01-01,29,1,17797.47
BUS-001028,2026-02-01,24,3,20190.77
BUS-001028,2026-03-01,29,2,18867.51
BUS-001028,2026-04-01,24,2,17991.81
BUS-001028,2026-05-01,38,2,18144.96
BUS-001028,2026-06-01,32,2,13883.99
BUS-001029,2026-01-01,6,0,1639.76
BUS-001029,2026-02-01,7,0,1563.3
BUS-001029,2026-03-01,6,0,2880.23
BUS-001029,2026-04-01,4,0,2438.77
BUS-001029,2026-05-01,5,0,2953.2
BUS-001029,2026-06-01,4,0,1514.18
BUS-001030,2026-01-01,137,5,61457.92
BUS-001030,2026-02-01,123,5,58234.24
BUS-001030,2026-03-01,85,3,79542.87
BUS-001030,2026-04-01,80,4,102638.66
BUS-001030,2026-05-01,144,3,50938.51
BUS-001030,2026-06-01,115,3,94401.5
BUS-001031,2026-01-01,5,0,1312.19
BUS-001031,2026-02-01,6,0,2612.72
BUS-001031,2026-03-01,5,0,2451.36
BUS-001031,2026-04-01,4,0,2826.08
BUS-001031,2026-05-01,5,0,1550.88
BUS-001031,2026-06-01,5,0,2163.31
BUS-001032,2026-01-01,22,1,10469.06
BUS-001032,2026-02-01,36,1,19472.93
BUS-001032,2026-03-01,33,3,16440.92
BUS-001032,2026-04-01,29,1,21358.11
BUS-001032,2026-05-01,31,2,12174.2
BUS-001032,2026-06-01,40,1,15718.89
BUS-001033,2026-01-01,27,3,11397.12
BUS-001033,2026-02-01,28,2,21287.96
BUS-001033,2026-03-01,40,3,10130.12
BUS-001033,2026-04-01,24,3,17257.71
BUS-001033,2026-05-01,23,2,18895.23
BUS-001033,2026-06-01,29,1,10232.97
BUS-001034,2026-01-01,5,0,2995.1
BUS-001034,2026-02-01,6,0,1774.13
BUS-001034,2026-03-01,7,0,2366.2
BUS-001034,2026-04-01,5,0,2420.25
BUS-001034,2026-05-01,6,0,2853.41
BUS-001034,2026-06-01,6,0,1703.39
BUS-001035,2026-01-01,4,0,2627.36
BUS-001035,2026-02-01,4,0,1465.87
BUS-001035,2026-03-01,6,0,2943.98
BUS-001035,2026-04-01,5,0,1965.91
BUS-001035,2026-05-01,4,0,2725.43
BUS-001035,2026-06-01,6,0,1992.6
BUS-001036,2026-01-01,6,0,2590.04
BUS-001036,2026-02-01,6,0,1909.6
BUS-001036,2026-03-01,4,0,2569.83
BUS-001036,2026-04-01,4,0,1431.32
BUS-001036,2026-05-01,4,0,1781.6
BUS-001036,2026-06-01,5,0,2293.55
BUS-001037,2026-01-01,4,0,2211.08
BUS-001037,2026-02-01,6,0,1631.31
BUS-001037,2026-03-01,4,0,1422.96
BUS-001037,2026-04-01,4,0,2402.95
BUS-001037,2026-05-01,6,0,2861.05
BUS-001037,2026-06-01,5,0,2611.61
BUS-001038,2026-01-01,6,0,2833.63
BUS-001038,2026-02-01,6,0,2608.52
BUS-001038,2026-03-01,4,0,2359.72
BUS-001038,2026-04-01,7,0,1708.52
BUS-001038,2026-05-01,4,0,2800.05
BUS-001038,2026-06-01,5,0,1536.6
BUS-001039,2026-01-01,4,0,1679.0
BUS-001039,2026-02-01,4,0,1956.25
BUS-001039,2026-03-01,6,0,2708.95
BUS-001039,2026-04-01,4,0,2479.47
BUS-001039,2026-05-01,6,0,1950.2
BUS-001039,2026-06-01,5,0,2560.87
BUS-001040,2026-01-01,5,0,1953.71
BUS-001040,2026-02-01,6,0,1593.46
BUS-001040,2026-03-01,4,0,2687.16
BUS-001040,2026-04-01,6,0,1986.06
BUS-001040,2026-05-01,6,0,1248.3
BUS-001040,2026-06-01,5,0,2013.06
BUS-001041,2026-01-01,37,1,18607.61
BUS-001041,2026-02-01,27,3,15043.2
BUS-001041,2026-03-01,23,1,19011.34
BUS-001041,2026-04-01,21,3,19145.13
BUS-001041,2026-05-01,24,2,18440.0
BUS-001041,2026-06-01,37,1,8653.22
BUS-001042,2026-01-01,4,0,2152.97
BUS-001042,2026-02-01,4,0,2675.68
BUS-001042,2026-03-01,6,0,2095.18
BUS-001042,2026-04-01,6,0,1982.09
BUS-001042,2026-05-01,6,0,2254.2
BUS-001042,2026-06-01,5,0,1916.52
BUS-001043,2026-01-01,93,4,98219.34
BUS-001043,2026-02-01,92,6,97456.18
BUS-001043,2026-03-01,78,5,54292.77
BUS-001043,2026-04-01,123,3,52595.93
BUS-001043,2026-05-01,78,4,52389.12
BUS-001043,2026-06-01,95,4,62147.15
BUS-001044,2026-01-01,5,0,1979.72
BUS-001044,2026-02-01,6,0,2170.7
BUS-001044,2026-03-01,6,0,2478.18
BUS-001044,2026-04-01,6,0,2950.2
BUS-001044,2026-05-01,6,0,1590.81
BUS-001044,2026-06-01,5,0,2290.04
BUS-001045,2026-01-01,6,0,2767.81
BUS-001045,2026-02-01,4,0,1573.24
BUS-001045,2026-03-01,6,0,2559.9
BUS-001045,2026-04-01,6,0,2934.5
